p_flip,node_idx,degree,degree_bucket,clean_confidence,clean_margin,margin_bucket,predicted_class,true_label,abstained,is_correct,certified_radius,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,smoothed_confidence,pA_lower
0.02,2475,2,0,0.29460737109184265,0.14832498133182526,1,1,3,True,False,0,0,0,0,0,0,0.33,0.18773672934620483
0.02,1866,2,0,0.42917388677597046,0.31396134197711945,2,4,3,True,False,0,0,0,0,0,0,0.39,0.23773201486218717
0.02,2315,1,0,0.4482472240924835,0.31316138803958893,2,3,3,True,True,0,0,0,0,0,0,0.61,0.4410343127665956
0.02,2488,1,0,0.4410214424133301,0.3117549270391464,2,1,1,False,True,0,0,0,0,0,0,0.95,0.8363850074725852
0.02,1995,4,1,0.1894836574792862,0.024889051914215088,0,4,3,True,False,0,0,0,0,0,0,0.56,0.39215182805830695
0.02,2201,3,1,0.19283708930015564,0.020348355174064636,0,0,0,True,True,0,0,0,0,0,0,0.42,0.2636508637694421
0.02,2654,3,1,0.17908594012260437,0.011954590678215027,0,0,2,True,False,0,0,0,0,0,0,0.64,0.4711555539290124
0.02,1820,3,1,0.3078114092350006,0.17813237011432648,1,0,3,True,False,0,0,0,0,0,0,0.33,0.18773672934620483
0.02,2673,3,1,0.30339574813842773,0.15532942116260529,1,4,4,False,True,0,0,0,0,0,0,0.91,0.779549516673877
0.02,2682,2,1,0.30368611216545105,0.1534389704465866,1,4,4,False,True,0,0,0,0,0,0,0.8,0.6435973002949036
0.02,1828,4,1,0.4510190188884735,0.3146202862262726,2,1,5,True,False,0,0,0,0,0,0,0.58,0.41151135263709304
0.02,1960,4,1,0.4386470317840576,0.3160039484500885,2,1,5,False,False,0,0,0,0,0,0,0.75,0.587284083382299
0.02,2576,3,1,0.4382535219192505,0.3252485990524292,2,0,0,False,True,0,0,0,0,0,0,0.8,0.6435973002949036
0.02,2195,4,2,0.1936844438314438,0.008668556809425354,0,1,0,True,False,0,0,0,0,0,0,0.45,0.29015258165997454
0.02,2326,4,2,0.20141872763633728,0.004923209547996521,0,1,1,False,True,0,0,0,0,0,0,0.84,0.6907251344151877
0.02,1873,5,2,0.2862834334373474,0.15001171827316284,1,1,3,True,False,0,0,0,0,0,0,0.58,0.41151135263709304
0.02,2295,5,2,0.31276193261146545,0.16602948307991028,1,0,0,True,True,0,0,0,0,0,0,0.48,0.3172230464612167
0.02,1824,8,2,0.43872857093811035,0.31453486531972885,2,1,5,False,False,0,0,0,0,0,0,0.71,0.5439396004819177
0.02,2518,7,2,0.44398993253707886,0.31936177611351013,2,4,4,False,True,0,0,0,0,0,0,0.78,0.6207600217452961
0.05,2149,1,0,0.1714380979537964,0.020730584859848022,0,1,3,True,False,0,0,0,0,0,0,0.5,0.3355819371905234
0.05,2255,1,0,0.18131409585475922,0.008382901549339294,0,4,1,True,False,0,0,0,0,0,0,0.44,0.28125492199597996
0.05,2313,2,0,0.17068354785442352,0.004431873559951782,0,1,2,False,False,0,0,0,0,0,0,0.92,0.7931872002866512
0.05,1922,2,0,0.2935769259929657,0.15763846039772034,1,1,0,True,False,0,0,0,0,0,0,0.4,0.24630571130156545
0.05,2403,2,0,0.30109331011772156,0.14637431502342224,1,4,3,True,False,0,0,0,0,0,0,0.45,0.29015258165997454
0.05,2475,2,0,0.29460737109184265,0.14832498133182526,1,1,3,True,False,0,0,0,0,0,0,0.66,0.4915820425373701
0.05,1866,2,0,0.42917388677597046,0.31396134197711945,2,4,3,True,False,0,0,0,0,0,0,0.56,0.39215182805830695
0.05,2315,1,0,0.4482472240924835,0.31316138803958893,2,4,3,True,False,0,0,0,0,0,0,0.66,0.4915820425373701
0.05,2488,1,0,0.4410214424133301,0.3117549270391464,2,1,1,False,True,0,0,0,0,0,0,0.97,0.8680580560472634
0.05,1995,4,1,0.1894836574792862,0.024889051914215088,0,4,3,True,False,0,0,0,0,0,0,0.59,0.4212872207421646
0.05,2201,3,1,0.19283708930015564,0.020348355174064636,0,1,0,True,False,0,0,0,0,0,0,0.57,0.4017997358804786
0.05,2654,3,1,0.17908594012260437,0.011954590678215027,0,0,2,True,False,0,0,0,0,0,0,0.42,0.2636508637694421
0.05,1820,3,1,0.3078114092350006,0.17813237011432648,1,4,3,True,False,0,0,0,0,0,0,0.51,0.3448545486821702
0.05,2673,3,1,0.30339574813842773,0.15532942116260529,1,4,4,False,True,0,0,0,0,0,0,0.89,0.7531165602480295
0.05,2682,2,1,0.30368611216545105,0.1534389704465866,1,4,4,True,True,0,0,0,0,0,0,0.64,0.4711555539290124
0.05,1828,4,1,0.4510190188884735,0.3146202862262726,2,1,5,False,False,0,0,0,0,0,0,0.7,0.5333135794551583
0.05,1960,4,1,0.4386470317840576,0.3160039484500885,2,1,5,False,False,0,0,0,0,0,0,0.77,0.6095019755144029
0.05,2576,3,1,0.4382535219192505,0.3252485990524292,2,0,0,True,True,0,0,0,0,0,0,0.37,0.22078679978995364
0.05,2195,4,2,0.1936844438314438,0.008668556809425354,0,1,0,True,False,0,0,0,0,0,0,0.62,0.45100706636104926
0.05,2326,4,2,0.20141872763633728,0.004923209547996521,0,1,1,False,True,0,0,0,0,0,0,0.96,0.851832311419962
0.05,1873,5,2,0.2862834334373474,0.15001171827316284,1,1,3,False,False,0,0,0,0,0,0,0.76,0.5983446983797281
0.05,2295,5,2,0.31276193261146545,0.16602948307991028,1,1,0,True,False,0,0,0,0,0,0,0.41,0.2549455891992326
0.05,1824,8,2,0.43872857093811035,0.31453486531972885,2,1,5,False,False,0,0,0,0,0,0,0.87,0.7276075006401308
0.05,2518,7,2,0.44398993253707886,0.31936177611351013,2,4,4,False,True,0,0,0,0,0,0,0.67,0.5019027547317253
0.1,2149,1,0,0.1714380979537964,0.020730584859848022,0,1,3,True,False,0,0,0,0,0,0,0.64,0.4711555539290124
0.1,2255,1,0,0.18131409585475922,0.008382901549339294,0,4,1,True,False,0,0,0,0,0,0,0.39,0.23773201486218717
0.1,2313,2,0,0.17068354785442352,0.004431873559951782,0,1,2,False,False,0,0,0,0,0,0,0.92,0.7931872002866512
0.1,1922,2,0,0.2935769259929657,0.15763846039772034,1,1,0,True,False,0,0,0,0,0,0,0.62,0.45100706636104926
0.1,2403,2,0,0.30109331011772156,0.14637431502342224,1,1,3,True,False,0,0,0,0,0,0,0.58,0.41151135263709304
0.1,2475,2,0,0.29460737109184265,0.14832498133182526,1,1,3,False,False,0,0,0,0,0,0,0.74,0.5763164380760727
0.1,1866,2,0,0.42917388677597046,0.31396134197711945,2,4,3,True,False,0,0,0,0,0,0,0.57,0.4017997358804786
0.1,2315,1,0,0.4482472240924835,0.31316138803958893,2,4,3,False,False,0,0,0,0,0,0,0.79,0.6321234195077621
0.1,2488,1,0,0.4410214424133301,0.3117549270391464,2,1,1,False,True,0,0,0,0,0,0,0.97,0.8680580560472634
0.1,1995,4,1,0.1894836574792862,0.024889051914215088,0,1,3,True,False,0,0,0,0,0,0,0.4,0.24630571130156545
0.1,2201,3,1,0.19283708930015564,0.020348355174064636,0,1,0,False,False,0,0,0,0,0,0,0.74,0.5763164380760727
0.1,2654,3,1,0.17908594012260437,0.011954590678215027,0,4,2,True,False,0,0,0,0,0,0,0.53,0.36358615074221345
0.1,1820,3,1,0.3078114092350006,0.17813237011432648,1,1,3,True,False,0,0,0,0,0,0,0.56,0.39215182805830695
0.1,2673,3,1,0.30339574813842773,0.15532942116260529,1,4,4,False,True,0,0,0,0,0,0,0.81,0.6551874341852844
0.1,2682,2,1,0.30368611216545105,0.1534389704465866,1,4,4,True,True,0,0,0,0,0,0,0.56,0.39215182805830695
0.1,1828,4,1,0.4510190188884735,0.3146202862262726,2,1,5,False,False,0,0,0,0,0,0,0.81,0.6551874341852844
0.1,1960,4,1,0.4386470317840576,0.3160039484500885,2,1,5,False,False,0,0,0,0,0,0,0.85,0.7028552129281681
0.1,2576,3,1,0.4382535219192505,0.3252485990524292,2,1,0,True,False,0,0,0,0,0,0,0.58,0.41151135263709304
0.1,2195,4,2,0.1936844438314438,0.008668556809425354,0,1,0,False,False,0,0,0,0,0,0,0.9,0.7662042895969994
0.1,2326,4,2,0.20141872763633728,0.004923209547996521,0,1,1,False,True,0,0,0,0,0,0,0.97,0.8680580560472634
0.1,1873,5,2,0.2862834334373474,0.15001171827316284,1,1,3,False,False,0,0,0,0,0,0,0.83,0.6787434202466509
0.1,2295,5,2,0.31276193261146545,0.16602948307991028,1,1,0,False,False,0,0,0,0,0,0,0.67,0.5019027547317253
0.1,1824,8,2,0.43872857093811035,0.31453486531972885,2,1,5,False,False,0,0,0,0,0,0,0.92,0.7931872002866512
0.1,2518,7,2,0.44398993253707886,0.31936177611351013,2,1,4,True,False,0,0,0,0,0,0,0.43,0.27242084275404527
