seed,summary_type,config_branch,model_variant,attack_variant,threshold,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,mean_reported_radius,max_reported_radius,mean_pA_lower,mean_lower_margin,mean_target_edge_retention,mean_purified_confidence,mean_purified_margin,mean_target_degree,nodes_with_correct_config,nodes_without_correct_config,correct_selected_config_counts,selection_status_counts,failure_reason_counts
7,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,12,0.6666666666666666,0.5833333333333334,0.25,0.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,1,0.6361650797712777,0.27233015954255535,0.3824404761904762,0.2856815221409003,0.13097226805984974,2.1666666666666665,7,5,balanced-sparse-0.2:6; symmetric-0.2:1; symmetric-0.3-cosine-top2:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:3,best-correct-radius:7; fallback-mainline:5,positive-radius:2; prediction-incorrect:5; zero-radius:5
7,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,12,0.75,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,1,0.6359829415178444,0.2719658830356888,0.26190476190476186,0.34251102556784946,0.19378500431776047,1.4166666666666667,8,4,balanced-sparse-0.2:6; balanced-sparse-0.2-degree-adaptive:2; symmetric-0.3:1; symmetric-0.3-cosine-top2:2; symmetric-0.3-top2:1,best-correct-radius:8; fallback-mainline:4,abstained:1; positive-radius:2; prediction-incorrect:4; zero-radius:5
7,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.01,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,1,0.6279739199355964,0.25594783987119274,0.3824404761904762,0.28568151717384654,0.13097226557632288,2.1666666666666665,8,4,balanced-sparse-0.2:6; balanced-sparse-0.2-degree-adaptive:1; symmetric-0.2:1; symmetric-0.3:1; symmetric-0.3-cosine-top2:2; symmetric-0.3-top2:1,best-correct-radius:8; fallback-mainline:4,abstained:1; positive-radius:2; prediction-incorrect:4; zero-radius:5
7,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.02,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,1,0.6298379362944461,0.2596758725888923,0.3824404761904762,0.2856815146903197,0.13097226433455944,2.1666666666666665,8,4,balanced-sparse-0.2:5; balanced-sparse-0.2-degree-adaptive:3; symmetric-0.3:2; symmetric-0.3-top2:2,best-correct-radius:8; fallback-mainline:4,abstained:1; positive-radius:2; prediction-incorrect:4; zero-radius:5
7,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.05,12,0.75,0.6666666666666666,0.25,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,1,0.6423410205537413,0.28468204110748246,0.26190476190476186,0.34251102556784946,0.19378500307599703,1.4166666666666667,8,4,balanced-sparse-0.2:4; balanced-sparse-0.2-degree-adaptive:2; symmetric-0.2:2; symmetric-0.3:1; symmetric-0.3-cosine-top2:2; symmetric-0.3-top2:1,best-correct-radius:8; fallback-mainline:4,abstained:1; positive-radius:2; prediction-incorrect:4; zero-radius:5
42,oracle-best-correct,mainline,clean-training,clean-training,0.01,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9604913762085612,0.9209827524171225,0.353030303030303,0.369509064338424,0.2311360009691932,2.0,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,clean-training,clean-training,0.02,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9550531296815946,0.9101062593631891,0.353030303030303,0.36950906162912195,0.23113599622791464,2.0,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,clean-training,clean-training,0.05,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9536185192460234,0.9072370384920464,0.26504329004329,0.4274342412298376,0.28848355873064563,1.5454545454545454,7,4,balanced-sparse-0.2:4; symmetric-0.3:6; symmetric-0.3-top2:1,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,12,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,1,0.5907185520784645,0.18238795655450277,0.38227513227513227,0.46694790571928024,0.3105681013936798,2.4166666666666665,5,7,balanced-sparse-0.2:8; balanced-sparse-0.2-degree-adaptive:1; symmetric-0.3-cosine-top2:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:1,best-correct-radius:5; fallback-mainline:7,positive-radius:1; prediction-incorrect:7; zero-radius:4
42,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,12,0.5833333333333334,0.4166666666666667,0.25,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,1,0.6077548178255149,0.21550963565102985,0.38227513227513227,0.46694790075222653,0.3105681057398518,2.4166666666666665,5,7,balanced-sparse-0.2:7; balanced-sparse-0.2-degree-adaptive:1; symmetric-0.2:1; symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:1,best-correct-radius:5; fallback-mainline:7,positive-radius:1; prediction-incorrect:7; zero-radius:4
42,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,12,0.6666666666666666,0.5,0.25,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,1,0.578110825686575,0.1584343272423698,0.2604166666666667,0.5002506747841835,0.38040932718043524,1.5833333333333333,6,6,balanced-sparse-0.2:6; balanced-sparse-0.2-degree-adaptive:2; symmetric-0.2:1; symmetric-0.3:1; symmetric-0.3-top2:2,best-correct-radius:6; fallback-mainline:6,abstained:1; positive-radius:2; prediction-incorrect:6; zero-radius:3
42,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,12,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9806859313166619,0.961371862633324,0.4785714285714286,0.3164113499224186,0.14141096733510494,2.75,0,12,balanced-sparse-0.2:12,fallback-mainline:12,prediction-incorrect:12
42,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,12,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9801947140747155,0.9603894281494313,0.4785714285714286,0.3164113474388917,0.14141096360981464,2.75,0,12,balanced-sparse-0.2:12,fallback-mainline:12,prediction-incorrect:12
42,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,12,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9806859313166619,0.961371862633324,0.2913690476190476,0.31927138815323514,0.16344145747522512,1.6666666666666667,0,12,balanced-sparse-0.2:12,fallback-mainline:12,prediction-incorrect:12
42,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9811771485586083,0.9623542971172168,0.36818181818181817,0.41413284702734515,0.26818096231330524,2.090909090909091,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9811771485586083,0.9623542971172168,0.36818181818181817,0.4141328416087411,0.2681809582493522,2.090909090909091,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9811771485586083,0.9623542971172168,0.25205627705627703,0.4239360297268087,0.2760479734702544,1.3636363636363635,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.01,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9542633503080302,0.9085267006160597,0.353030303030303,0.369509067047726,0.2311360023238442,2.0,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.02,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9545161562761028,0.9090323125522051,0.353030303030303,0.36950906162912195,0.2311359948732636,2.0,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
42,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.05,11,0.8181818181818182,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,3.1818181818181817,5,0.9556261833618902,0.9112523667237802,0.26504329004329,0.4274342412298376,0.28848355737599457,1.5454545454545454,7,4,balanced-sparse-0.2:4; symmetric-0.3:7,best-correct-radius:7; fallback-mainline:4,positive-radius:7; prediction-incorrect:4
99,oracle-best-correct,mainline,clean-training,clean-training,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9806859313166619,0.961371862633324,0.5215430402930403,0.38296686112880707,0.2170385361338655,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,clean-training,clean-training,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9801947140747157,0.9603894281494312,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,clean-training,clean-training,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.3351114163614164,0.30350373437007266,0.12668769372006258,2.3333333333333335,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,12,0.5833333333333334,0.5,0.4166666666666667,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5824788377076686,0.16495767541533704,0.41924603174603176,0.4620257740219434,0.30733850807882845,2.75,6,6,balanced-sparse-0.2:7; balanced-sparse-0.2-degree-adaptive:3; symmetric-0.3-cosine-top2:2,best-correct-radius:6; fallback-mainline:6,abstained:3; positive-radius:1; prediction-incorrect:6; zero-radius:2
99,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,12,0.5833333333333334,0.5,0.4166666666666667,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5898602125440225,0.17972042508804495,0.41924603174603176,0.4620257740219434,0.30733850807882845,2.75,6,6,balanced-sparse-0.2:6; symmetric-0.2:2; symmetric-0.3-cosine-top2:2; symmetric-0.3-top2:2,best-correct-radius:6; fallback-mainline:6,abstained:3; positive-radius:1; prediction-incorrect:6; zero-radius:2
99,oracle-best-correct,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,12,0.75,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5918184576141011,0.18363691522820233,0.26607142857142857,0.4049263882140319,0.24494804341035584,1.75,5,7,balanced-sparse-0.2:7; balanced-sparse-0.2-degree-adaptive:2; symmetric-0.3:3,best-correct-radius:5; fallback-mainline:7,abstained:2; positive-radius:1; prediction-incorrect:7; zero-radius:2
99,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.3607142857142857,0.41537201156218845,0.2277740314602852,2.3333333333333335,2,10,balanced-sparse-0.2:10; symmetric-0.3:2,best-correct-radius:2; fallback-mainline:10,positive-radius:2; prediction-incorrect:10
99,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.3607142857142857,0.41537201156218845,0.22777403518557549,2.3333333333333335,2,10,balanced-sparse-0.2:10; symmetric-0.3:2,best-correct-radius:2; fallback-mainline:10,positive-radius:2; prediction-incorrect:10
99,oracle-best-correct,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,12,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.2530753968253968,0.4380735630790393,0.2805819492787123,1.6666666666666667,2,10,balanced-sparse-0.2:10; symmetric-0.3:2,best-correct-radius:2; fallback-mainline:10,positive-radius:2; prediction-incorrect:10
99,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9806859313166619,0.9613718626333241,0.5215430402930403,0.38296686361233395,0.2170385386173924,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9806859313166619,0.9613718626333241,0.3351114163614164,0.30350373188654584,0.12668769372006258,2.3333333333333335,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9806859313166619,0.961371862633324,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
99,oracle-best-correct,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.3351114163614164,0.30350373685359955,0.12668769682447115,2.3333333333333335,1,11,balanced-sparse-0.2:11; symmetric-0.3:1,best-correct-radius:1; fallback-mainline:11,positive-radius:1; prediction-incorrect:11
