p_flip,node_idx,degree,degree_bucket,clean_confidence,clean_margin,margin_bucket,predicted_class,true_label,abstained,is_correct,certified_radius,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,smoothed_confidence,pA_lower
0.1,2315,1,0,0.4482472240924835,0.31316138803958893,2,3,3,False,True,2,2,0,0,0,0,1.0,0.9962067613450979
0.1,2488,1,0,0.4410214424133301,0.3117549270391464,2,3,1,False,False,1,0,0,0,0,0,0.9795,0.9668918900238836
0.1,1995,4,1,0.1894836574792862,0.024889051914215088,0,3,3,False,True,1,1,0,0,0,0,0.9985,0.993052004795509
0.1,2201,3,1,0.19283708930015564,0.020348355174064636,0,3,0,False,False,1,0,0,0,0,0,0.9975,0.9913216511278451
0.1,2654,3,1,0.17908594012260437,0.011954590678215027,0,3,2,False,False,1,0,0,0,0,0,0.979,0.966272068369276
0.1,1820,3,1,0.3078114092350006,0.17813237011432648,1,3,3,False,True,2,2,0,0,0,0,1.0,0.9962067613450979
0.1,2673,3,1,0.30339574813842773,0.15532942116260529,1,3,4,False,False,1,0,0,0,0,0,0.996,0.9889309833255824
0.1,2682,2,1,0.30368611216545105,0.1534389704465866,1,3,4,False,False,1,0,0,0,0,0,0.998,0.9921680080642201
0.1,1828,4,1,0.4510190188884735,0.3146202862262726,2,3,5,False,False,1,0,0,0,0,0,0.99,0.9803906244972709
0.1,1960,4,1,0.4386470317840576,0.3160039484500885,2,3,5,False,False,2,0,0,0,0,0,0.9995,0.9950118925598964
0.1,2576,3,1,0.4382535219192505,0.3252485990524292,2,3,0,False,False,1,0,0,0,0,0,0.961,0.9446918170314832
0.1,2195,4,2,0.1936844438314438,0.008668556809425354,0,3,0,False,False,1,0,0,0,0,0,0.9925,0.9838221358073134
0.1,2326,4,2,0.20141872763633728,0.004923209547996521,0,3,1,False,False,1,0,0,0,0,0,0.9985,0.993052004795509
0.1,1873,5,2,0.2862834334373474,0.15001171827316284,1,3,3,False,True,2,2,0,0,0,0,0.9995,0.9950118925598964
0.1,2295,5,2,0.31276193261146545,0.16602948307991028,1,3,0,False,False,1,0,0,0,0,0,0.97,0.9553321326533147
0.1,1824,8,2,0.43872857093811035,0.31453486531972885,2,3,5,False,False,2,0,0,0,0,0,1.0,0.9962067613450979
0.1,2518,7,2,0.44398993253707886,0.31936177611351013,2,3,4,False,False,1,0,0,0,0,0,0.9965,0.989708182119733
0.2,2149,1,0,0.1714380979537964,0.020730584859848022,0,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2255,1,0,0.18131409585475922,0.008382901549339294,0,3,1,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2313,2,0,0.17068354785442352,0.004431873559951782,0,3,2,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,1922,2,0,0.2935769259929657,0.15763846039772034,1,3,0,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2403,2,0,0.30109331011772156,0.14637431502342224,1,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2475,2,0,0.29460737109184265,0.14832498133182526,1,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,1866,2,0,0.42917388677597046,0.31396134197711945,2,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2315,1,0,0.4482472240924835,0.31316138803958893,2,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2488,1,0,0.4410214424133301,0.3117549270391464,2,3,1,False,False,4,0,0,0,0,0,0.9995,0.9950118925598964
0.2,1995,4,1,0.1894836574792862,0.024889051914215088,0,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2201,3,1,0.19283708930015564,0.020348355174064636,0,3,0,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2654,3,1,0.17908594012260437,0.011954590678215027,0,3,2,False,False,4,0,0,0,0,0,0.9995,0.9950118925598964
0.2,1820,3,1,0.3078114092350006,0.17813237011432648,1,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2673,3,1,0.30339574813842773,0.15532942116260529,1,3,4,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2682,2,1,0.30368611216545105,0.1534389704465866,1,3,4,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,1828,4,1,0.4510190188884735,0.3146202862262726,2,3,5,False,False,4,0,0,0,0,0,0.9995,0.9950118925598964
0.2,1960,4,1,0.4386470317840576,0.3160039484500885,2,3,5,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2576,3,1,0.4382535219192505,0.3252485990524292,2,3,0,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2195,4,2,0.1936844438314438,0.008668556809425354,0,3,0,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2326,4,2,0.20141872763633728,0.004923209547996521,0,3,1,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,1873,5,2,0.2862834334373474,0.15001171827316284,1,3,3,False,True,4,4,0,0,0,0,1.0,0.9962067613450979
0.2,2295,5,2,0.31276193261146545,0.16602948307991028,1,3,0,False,False,4,0,0,0,0,0,0.9995,0.9950118925598964
0.2,1824,8,2,0.43872857093811035,0.31453486531972885,2,3,5,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
0.2,2518,7,2,0.44398993253707886,0.31936177611351013,2,3,4,False,False,4,0,0,0,0,0,1.0,0.9962067613450979
